,name,brand,product_description,price,product_image_url
151,8700158853 1.5 in. Galvanized Merchant Coupling,Homecare Products,Features. Coupling for connecting two pipes going in the same direction. Female National Pipe Taper (NPT) threads on both ends for connecting two male threaded pipes. Made from steel for greater rust resistance than iron. NPT threads for creating tighter seals than straight threads. Galvanized finish. Size - 1.5 in.. Dimension - 2.4 x 2.4 x 2 in.. Item Weight - 0.75 lbs.- SKU: ZX9TRVAL3146,30.49,https://i5.walmartimages.com/asr/1ec75815-0734-4ce4-ab5c-f2c8c48d6f0d_1.1c7d2258079411b293d4c23b1d565d2d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/1ec75815-0734-4ce4-ab5c-f2c8c48d6f0d_1.1c7d2258079411b293d4c23b1d565d2d.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
152,Pure Balance Original Adult CAT Formula Dry CAT Food,Pure Balance,"At Pure Balance, we believe in one pure and simple thought - the best nutrition for your cat starts with the best ingredients. That’s why each one of our super premium recipes is formulated without corn, wheat, or soy added to the recipe. Each is made with carefully selected ingredients to ensure your cat gets all the nutrition she needs without any of the extra stuff she doesn’t. Our best goes into the foods we make. It’s the Pure Balance way and our promise to you and your cat. The best ingredients, pure, and simple.",14.20,https://i5.walmartimages.ca/images/Large/233/339/999999-628915233339.jpg|https://i5.walmartimages.ca/images/Enlarge/233/339/999999-628915233339.jpg
153,Sanpellegrino Momenti Pomegranate & Blackcurrant,S. Pellegrino,"Sanpellegrino Momenti is the new low calorie, Italian sparkling drink that will add a burst of color to your moments. Discover a vibrant and surprising flavor mix of real fruit juice and refreshing bubbles, with no artificial sweeteners. A low calorie drink with less than 40 calories per can, enjoy this tasty treat for lighter and brighter moments anytime, anywhere you choose",4.72,https://i5.walmartimages.ca/images/Large/425/755/6000201425755.jpg|https://i5.walmartimages.ca/images/Enlarge/425/755/6000201425755.jpg
154,Youpin Vacuum Box Outdoor Picnic Food Storage Container Fruit Box Bento Box Food Sealed Box Portable Students Children Lunch Box,Goolrc,"Youpin Vacuum Box Outdoor Picnic Food Storage Container  FruitBox Bento Box Food Sealed Box Portable Students Children Lunch Box Before you order, please note it: This is Ecological chain brand product, shipping without packing and no any on it. Thanks for your understanding. Features: Food-graded material, safe use Strong sealing and vacuum storage, keep food fresh Lightweight and portable, good lunch box for students children 670ml - 14*14*8.2cm - 232g 1360ml - 16.8*16.8*10.4 - 351g 1000ml - 20.8*12.6*8cm - 327g 2000ml - 25.5*15.5*10.5 - 517g 1350ml - 14*14*13.5cm - 286g 2570ml - 16.8*16.8*17cm - 423g Specifications: Material: PCTG Color: White Application: Place at room temperature/ at the refrigerator for cooling Heat resistance: -20-99<U+2103> Note: Do not put the box into oven or microwave. Package List: 1 * Lunch Box",33.17,https://i5.walmartimages.com/asr/ef77ca52-ffb6-4c74-a9ae-892a55c8baf1.f42d7b2d76449ff42e1d764310c54d91.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/ef77ca52-ffb6-4c74-a9ae-892a55c8baf1.f42d7b2d76449ff42e1d764310c54d91.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
155,"Greensen Manual Operated 5 Gallon Bottle Jug Pump Drinking Water Spout Dispenser with Dustproof Cap, Water Bottle Pump, Drinking Water Dispenser",Greensen,"This item adopts high quality, environmental protection PP material, non-toxic, no peculiar smell, safe to use. Built in multi-layer silicone sealing ring to ensure no leakage after installation. With a anti-dust cap, it can prevent dust from polluting the drinking water, healthy. Simple and practical, it's a good choice for home and travel use. Worth buying. Features:     Adopting high quality, environmental protection PP material, non-toxic, no peculiar smell, safe to use.     Built in multi-layer silicone sealing ring to ensure no leakage after installation.     With a dust-proof cap, it can prevent dust from polluting the drinking water, healthy.     Easy to install. Just press it into the bucket mouth and rotate clockwise till it's fully fixed.     Simple and practical, easy to spout water from water bottles, a good choice for home and travel use. Specification: Condition: 100% Brand New Material: PP Product Diameter: Approx. 5.5cm / 2.2inch Product Height: Approx. 9cm / 3.5inch Package Weight: Approx. 60g Package Included: 1 * Drink Water Bottle Dispenser Pump Note: It is suitable for water bottle of 5.5cm in mouth diameter, not suitable for threaded mouth.",19.48,https://i5.walmartimages.com/asr/febdbb4b-7c9e-4517-be1d-7f57927b8d98_1.53b8ee77580f56a78d0fdb8d2de4bfd4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/febdbb4b-7c9e-4517-be1d-7f57927b8d98_1.53b8ee77580f56a78d0fdb8d2de4bfd4.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
156,Ustyle 250Ml Pet Water Bottle Puppy Feeder Drinking Bottle,U-Style,"Feature: High quality product,Brand new. regardless of when and where pets can drink fresh clean water. Bottle Capacity: Approx 250ml. texture: plastics. traveling with a pet, you can't take dog food, but don't forget to bring a pet water bottle. Package Includes: 1pc pet drinking bottle.",7.44,https://i5.walmartimages.com/asr/3b456a37-668e-4c42-ba4c-abe0314fb84d.501c9cba5f5f1b8fda7ac6220eafdd7b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/3b456a37-668e-4c42-ba4c-abe0314fb84d.501c9cba5f5f1b8fda7ac6220eafdd7b.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
157,Libbey 15253 Gibraltar 22 oz. Beverage Glass - 24/Case,Libbey,"Use this Libbey 15253 Gibraltar 22 oz. beverage glass to serve a variety of chilled beverages! Versatile enough for use in restaurants, diners, and bars, it's perfect for serving anything from soda to an ice cold beer. The thick base provides stability as your servers set this glass on tabletops and counters, while the ridges ensure a firm grip as customers enjoy refreshing drinks. With an old-fashioned, straight paneled design, this glass is a classic addition to your glassware collection.Thanks to a special thermal after-process applied to the top portion of the glass, you can rest assured that it has exceptional durability to match its looks! This DuraTuff treatment is designed to increase the glass's resistance to mechanical and thermal shock while also making it safer to use. When a normal glass breaks, it typically shatters into tiny pieces that can cause harm to customers and staff, contaminate food, and create downtime as your staff cleans up every little piece. DuraTuff glasses, on the other hand, tend to break into larger pieces, shortening cleanup and making them a much safer alternative for everyone in your restaurant or bar.Since 1818, Libbey has been a leading distributor of glassware, providing a wide selection of durable and elegant products to suit your many needs. In that grand tradition, the high-quality form and feel of this Gibraltar beverage glass make it a perfect addition to any restaurant, hotel, or bar. Offering unparalleled brilliance and clarity, this glass makes it instantly clear that your customers are receiving the best product and service possible.Overall Dimensions:Top Diameter: 3 3/4&quotBottom Diameter: 2 3/4&quotHeight: 7&quotCapacity: 22 oz.",199.78,https://i5.walmartimages.com/asr/ed7e0313-9e1b-43fd-b5fd-bbec32d5af04.00bd7676c2384ba53a8c90ed2771122c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/ed7e0313-9e1b-43fd-b5fd-bbec32d5af04.00bd7676c2384ba53a8c90ed2771122c.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
158,8700135455 1 x .5 in. Galvanized Reducer Coupling,Homecare Products,"Features. Reducer coupling for connecting two pipes of different sizes going in the same direction. Female National Pipe Taper (NPT) threads on both ends for connecting two male threaded pipes of different sizes. Made from malleable iron for tensile strength. National Pipe Taper (NPT) threads for creating tighter seals than straight threads. Galvanized finish resists rust in water, air, and steam applications. Size - 1 x 0.5 in.. Dimension - 0.07 x 0.28 x 0.06 in.. Item Weight - 0.42 lbs.- SKU: ZX9TRVAL3393",26.15,https://i5.walmartimages.com/asr/56e3c114-220b-4dd7-b77a-cdec56c54153_1.76b0e5e1cebf4e3106dc6f828bdf6e90.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/56e3c114-220b-4dd7-b77a-cdec56c54153_1.76b0e5e1cebf4e3106dc6f828bdf6e90.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
159,Stainless Steel Smart Water Bottle LED Temperature Display Drinking Reminder,WANG,"Features: 1. The water bottle features an intergraded OLED display. 2. When the cap is placed on your bottle,it will automatically suck itself vacuum.  3. You can see the water temperature at any time from the LED display, and drink your water at the proper temperature.   Aperture breathing water reminds, every hour the breathing light is on, continuous breathing 60s goes out, reminding you to drink water on time. Specifications:  Color: Great Black, Juvenile White, Fairy pink Material: Stainless steel, PP Size: 69*211mm Rated voltage: 5V Rated power: 5 (W) Rated frequency: 50 (Hz) Capacity: 400ml   Package Included: 1 * Smart water bottle 1 * Wireless Charging Base Notes: 1. Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. 2. Due to different personal measuring techniques, there might be 1-3cm error of the physical. Thank you!",42.53,https://i5.walmartimages.com/asr/ace55f1d-62b0-4ce6-8408-6d8a0cf79a88.6b18a98c99e616e7274b36a1b42e7e59.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/ace55f1d-62b0-4ce6-8408-6d8a0cf79a88.6b18a98c99e616e7274b36a1b42e7e59.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
160,GET Enterprises WB-955-GA Urban Renewal 9 1/2&quot x 5&quot Gray Ash Square Riser for Acrylic Beverage Dispenser,GET,"Add height and style to your beverage dispenser with this GET Enterprises WB-955-GA Urban Renewal 9 1/2&quot x 5&quot gray ash square riser for acrylic beverage dispenser! Simply place your acrylic dispenser (sold separately) on top of the riser and create ample space for dispensing liquid into cups. The riser features ridges on the top that prevent unwanted movement from the dispenser.This riser has a durable wood construction, which allows for daily use with limited wear and tear. In addition, its square shape makes it easy to transport, set up, and store. The riser's gray ash color creates a rustic look that fits well with modern decor. Perfect for your restaurant, buffet, or catered event, this wood riser will effectively elevate your beverage dispenser for a smooth dining experience.Overall Dimensions:Length: 9 1/2&quotWidth: 9 1/2&quotHeight: 5&quot",143.98,https://i5.walmartimages.com/asr/06974190-c2c6-4933-9c6d-ec42399a50db_1.154fb02f17929e13810334aa9af7c4ba.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/06974190-c2c6-4933-9c6d-ec42399a50db_1.154fb02f17929e13810334aa9af7c4ba.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
161,"SILK Soy Beverage, Unsweetened Original, Dairy-Free, 1.89L",Silk,"At 90 calories a serving and absolutely no added sugar, indulge like nobody’s watching – our Organic Unsweetened Soy Beverage is just that good.",3.14,https://i5.walmartimages.ca/images/Large/798/273/6000201798273.jpg|https://i5.walmartimages.ca/images/Enlarge/798/273/6000201798273.jpg
162,Creative Relaxed Carry Food Machine Handle Hanging Ring Shopping Bag Help Tool,Funie,"Specifications: Make your shopping trips more productive, save wear and tear on your fingers. Durable thermoplastic handle easily holds multiple plastic or paper bags.   Type: Carry Food Machine Material: ABS Features: Convenient, Useful, Potable, Durable Size: 16.5cm x 12.5cm/6.50&quot x 4.92&quot (Approx.)   Notes: Due to the light and screen setting difference, the item's color may be slightly different from the pictures. Please allow slight dimension difference due to different manual measurement.   Package Included: 1 x Carry Food Machine",7.71,https://i5.walmartimages.com/asr/75f0db29-d768-4655-8fdc-abcb13d315c7.7c2fe21ad08cd50b27dbcd168a93ca69.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/75f0db29-d768-4655-8fdc-abcb13d315c7.7c2fe21ad08cd50b27dbcd168a93ca69.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
163,"Construction Taper Reamer Right Hand Cut Left Hand Spiral, High Speed Steel - 0.50 Size",Homecare Products,Features. Constructed with modified material for maximum durability. Precision-machined guarantee compatibility with precision. Compatible with most other tools . Offers strong grasp and grip. Construction Taper Reamer. Right Hand Cut Left Hand Spiral. High Speed Steel. 1/2'' Size- SKU: ZX9FDTL4873,114.45,https://i5.walmartimages.com/asr/75f02786-90bf-4e92-a1ef-c93d3434c527_1.0f3ca209b8e840f8c0c2955efb49cb08.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/75f02786-90bf-4e92-a1ef-c93d3434c527_1.0f3ca209b8e840f8c0c2955efb49cb08.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
164,Manual Hand Grinder Rope Food Processor Vegetable Food Cutter Salad Maker,Mace,"Features: 1.Pull rope is tough and durable: after tens of thousands of life tests with pull rope, pull rope is equivalent to ten strokes of ordinary kitchen knife material. 2.The safety of the hijab is better and better: the screw can be fixed and unscrewed by one twist and one twist, and the 360 is safe to use in all directions, and the cover is no longer slippery. 3.The rope is tough and durable: the rope is tested for tens of thousands of life tests, and it is equivalent to 12 times of ordinary vegetable power. The cutting device is an innovative design, which has the advantages of multi-purpose, simple operation, novel style, convenient cleaning, clean and hygienic, and reliable quality. Bringing portability to the kitchen and making life more comfortable. Specifications: Color:green Material: ABS + stainless steel Size: 8.5 * 12.5 * 8cm Package Included: 1 x Food Cutter Notes: 1. Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. 2. Please allow slight dimension difference due to different manual measurement.",15.00,https://i5.walmartimages.com/asr/b54d9aa0-8121-45e7-936d-2b556602db62.be07f8d3a584edc3ee9b8c58e8043609.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/b54d9aa0-8121-45e7-936d-2b556602db62.be07f8d3a584edc3ee9b8c58e8043609.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
165,ABEDOE Pet Drinking Bowl Splash-Proof Drinking Bowl Non-Wetting Mouth Hair Bowl Floating Drinker Bowl Dog Spill-Proof Bowl,ABEDOE,"Features: Floating tray  The pet water dispenser has a floating tray which can float without making pet’s mouth wet. It also prevents overflow and can be used anywhere. Perfect Size This water bowl is 15.3 * 18.9 * 8CM; large capacity, small pets can be used for about several days, you can rest assured to go to work, party without worrying about pets will be thirsty . Safe Material Made of environmentally friendly, non-toxic PP plastic, this bowl is totally safe, durable and protects the health of pets. Spill-proof and antiskid  The removable design can control the water. Moisture-proof mouth, non-slip bottom, spill-proof, and easy to clean. Specifications: Type: Pet Drinking Bowl Color: Army Green Quantity: 1pc Material: PP Size: 15.3*18.9*8cm Net weight: 150g/5.29oz Packages: 1* Pet Drinking Bowl",15.87,https://i5.walmartimages.com/asr/220ac1e7-6ed7-46c7-bb54-ea0029d5acef.a5a7c7087c182563a9f2f9ddeae26dc8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff|https://i5.walmartimages.com/asr/220ac1e7-6ed7-46c7-bb54-ea0029d5acef.a5a7c7087c182563a9f2f9ddeae26dc8.jpeg?odnHeight=2000&odnWidth=2000&odnBg=ffffff
